sale_line_id,sale_id,date_id,product_id,hospital_id,sales_rep_id,quantity,unit_price,unit_cost,discount
1152,450,292,13,29,1,4,232.76,113.06,0.1
1153,451,293,4,115,10,14,323.12,204.85,0.05
1154,451,293,10,115,10,3,579.74,303.54,0.1
1155,451,293,1,115,10,9,823.52,529.32,0.1
1156,452,294,1,25,6,4,789.41,529.32,0
1157,452,294,16,25,6,22,609.58,350.66,0.05
1158,452,294,6,25,6,23,441.8,202.95,0.1
1159,452,294,7,25,6,10,120.11,77.26,0.15
1160,453,294,7,67,8,16,103.96,77.26,0
1161,453,294,11,67,8,15,583.49,372.45,0.15
1162,454,294,9,53,12,25,535.83,339.37,0
1163,455,294,6,99,7,17,441.8,202.95,0
1164,456,296,12,10,11,3,650.29,395.69,0
1165,456,296,14,10,11,5,1191.81,616.93,0
1166,456,296,7,10,11,2,120.11,77.26,0
1167,456,296,15,10,11,4,1365.66,795.97,0.15
1168,457,296,7,66,11,19,107.52,77.26,0
1169,458,296,12,42,11,15,650.29,395.69,0.15
1170,458,296,11,42,11,11,583.49,372.45,0
1171,458,296,16,42,11,20,609.58,350.66,0.05
1172,458,296,17,42,11,9,721.87,373.03,0.1
1173,459,296,11,73,5,12,523.14,372.45,0
1174,459,296,19,73,5,11,819.01,488.55,0.05
1175,459,296,7,73,5,23,120.11,77.26,0
1176,460,297,12,89,4,10,650.29,395.69,0
1177,460,297,3,89,4,9,803.48,428.42,0
1178,461,297,3,17,4,6,827.18,428.42,0
1179,461,297,7,17,4,16,120.11,77.26,0.15
1180,462,299,1,26,9,9,823.52,529.32,0.1
1181,462,299,6,26,9,18,441.8,202.95,0
1182,462,299,17,26,9,14,721.87,373.03,0
1183,463,299,5,26,6,21,528.23,270.34,0.15
1184,463,299,14,26,6,22,1191.81,616.93,0
1185,463,299,3,26,6,10,827.18,428.42,0.15
1186,463,299,4,26,6,4,323.12,204.85,0.05
1187,464,300,12,89,11,3,650.29,395.69,0
1188,465,300,15,4,3,25,1365.66,795.97,0.1
1189,465,300,3,4,3,12,827.18,428.42,0.15
1190,466,300,19,79,7,14,819.01,488.55,0
1191,467,300,20,62,4,13,67.45,34.35,0
1192,467,300,16,62,4,5,609.58,350.66,0.15
1193,467,300,11,62,4,23,583.49,372.45,0
1194,467,300,17,62,4,14,721.87,373.03,0.05
1195,468,301,9,15,3,15,551.2,339.37,0.15
1196,468,301,8,15,3,15,188.77,93.64,0.05
1197,469,301,16,6,8,24,571.67,350.66,0
1198,469,301,4,6,8,9,323.12,204.85,0
1199,470,301,4,109,5,22,323.12,204.85,0
1200,470,301,11,109,5,8,583.49,372.45,0
1201,470,301,19,109,5,7,819.01,488.55,0.1
1202,470,301,16,109,5,19,609.58,350.66,0
1203,471,302,6,31,7,6,397.99,202.95,0.05
1204,471,302,7,31,7,25,120.11,77.26,0
1205,471,302,13,31,7,3,232.76,113.06,0
1206,471,302,5,31,7,6,476.21,270.34,0.15
1207,472,302,6,40,12,17,441.8,202.95,0.15
1208,472,302,21,40,12,23,43.25,23.36,0.1
1209,472,302,13,40,12,7,232.76,113.06,0.05
1210,473,302,20,66,12,5,67.45,34.35,0.1
1211,474,303,1,108,8,11,823.52,529.32,0
1212,475,303,4,107,7,18,323.12,204.85,0
1213,476,303,6,31,4,9,441.8,202.95,0.05
1214,477,304,6,44,3,13,441.8,202.95,0.15
1215,477,304,16,44,3,19,545.39,350.66,0.05
1216,477,304,20,44,3,21,63.77,34.35,0
1217,478,305,8,27,9,25,188.77,93.64,0.05
1218,478,305,1,27,9,16,823.52,529.32,0.05
1219,479,306,1,74,11,19,790.34,529.32,0.05
1220,480,306,19,69,11,14,819.01,488.55,0.15
1221,480,306,10,69,11,21,579.74,303.54,0
1222,481,306,9,111,4,8,603.18,339.37,0.15
1223,481,306,13,111,4,16,232.76,113.06,0.15
1224,482,307,8,28,10,19,188.77,93.64,0.05
1225,483,307,6,99,12,1,441.8,202.95,0.1
1226,483,307,7,99,12,5,103.88,77.26,0.05
1227,483,307,14,99,12,3,1191.81,616.93,0.05
1228,483,307,16,99,12,10,536.72,350.66,0.1
1229,484,308,13,91,12,6,232.76,113.06,0
1230,484,308,8,91,12,9,188.77,93.64,0
1231,484,308,1,91,12,25,823.52,529.32,0
1232,484,308,5,91,12,21,528.23,270.34,0
1233,485,308,19,11,1,1,819.01,488.55,0.1
1234,486,308,2,78,6,17,1859.48,869.25,0
1235,487,310,7,18,10,12,113.91,77.26,0.15
1236,487,310,20,18,10,19,67.45,34.35,0
1237,487,310,3,18,10,2,827.18,428.42,0.05
1238,487,310,14,18,10,25,1191.81,616.93,0
1239,488,310,19,76,5,23,819.01,488.55,0.1
1240,489,310,21,58,8,5,39.64,23.36,0
1241,490,311,12,106,10,3,650.29,395.69,0.1
1242,490,311,20,106,10,19,60.04,34.35,0
1243,490,311,18,106,10,22,36.79,20.77,0.1
1244,490,311,6,106,10,18,441.8,202.95,0
1245,491,311,15,75,12,9,1365.66,795.97,0
1246,491,311,2,75,12,2,1859.48,869.25,0.05
1247,492,311,21,60,11,20,43.25,23.36,0.1
1248,492,311,11,60,11,2,583.49,372.45,0
1249,493,312,18,5,5,24,36.79,20.77,0.15
1250,493,312,1,5,5,9,823.52,529.32,0
1251,494,313,14,84,11,3,1191.81,616.93,0.15
1252,494,313,8,84,11,6,188.77,93.64,0
1253,494,313,19,84,11,4,819.01,488.55,0
1254,494,313,9,84,11,12,531.67,339.37,0
1255,495,313,2,118,11,23,1859.48,869.25,0.1
1256,495,313,15,118,11,22,1365.66,795.97,0
1257,496,313,6,29,1,24,441.8,202.95,0.15
1258,496,313,15,29,1,17,1365.66,795.97,0
1259,496,313,14,29,1,10,1191.81,616.93,0.1
1260,496,313,3,29,1,22,790.33,428.42,0
1261,497,313,21,99,9,24,43.25,23.36,0
1262,498,314,7,22,3,18,120.11,77.26,0
1263,498,314,14,22,3,3,1191.81,616.93,0.15
1264,498,314,17,22,3,19,645.6,373.03,0.05
1265,498,314,4,22,3,24,323.12,204.85,0
1266,499,314,4,88,4,7,323.12,204.85,0.05
1267,499,314,16,88,4,18,609.58,350.66,0.05
1268,500,314,15,51,2,18,1365.66,795.97,0
1269,500,314,16,51,2,19,609.58,350.66,0
1270,500,314,1,51,2,7,823.52,529.32,0.05
1271,501,315,10,38,10,16,526.02,303.54,0.15
1272,501,315,4,38,10,15,323.12,204.85,0
1273,502,315,19,6,8,1,748.71,488.55,0.1
1274,502,315,14,6,8,25,1191.81,616.93,0.15
1275,503,315,13,95,11,18,232.76,113.06,0.05
1276,504,316,18,106,12,14,36.79,20.77,0.1
1277,505,316,13,62,4,24,232.76,113.06,0.1
1278,505,316,2,62,4,9,1859.48,869.25,0.05
1279,505,316,9,62,4,8,603.18,339.37,0.15
1280,505,316,11,62,4,6,583.49,372.45,0.05
1281,506,316,7,86,4,13,120.11,77.26,0.15
1282,506,316,2,86,4,25,1859.48,869.25,0
1283,506,316,9,86,4,3,586.79,339.37,0.1
1284,507,316,5,25,3,7,477.89,270.34,0.15
1285,507,316,6,25,3,13,441.8,202.95,0
1286,507,316,21,25,3,18,43.25,23.36,0.05
1287,508,317,17,81,5,2,721.87,373.03,0
1288,509,317,8,52,10,21,188.77,93.64,0
1289,509,317,9,52,10,7,603.18,339.37,0
1290,509,317,11,52,10,25,583.49,372.45,0.15
1291,510,317,12,7,1,7,566.43,395.69,0
1292,510,317,5,7,1,20,528.23,270.34,0.15
1293,510,317,20,7,1,18,67.45,34.35,0.05
1294,511,318,4,76,5,10,295.73,204.85,0
1295,511,318,3,76,5,21,827.18,428.42,0.05
1296,511,318,16,76,5,11,609.58,350.66,0
1297,512,319,4,80,10,4,323.12,204.85,0.1
1298,512,319,6,80,10,5,441.8,202.95,0
1299,513,321,6,41,4,17,441.8,202.95,0.1
1300,513,321,8,41,4,13,188.77,93.64,0.1
1301,513,321,2,41,4,5,1859.48,869.25,0
1302,514,321,5,108,6,5,528.23,270.34,0.1
1303,514,321,13,108,6,1,232.76,113.06,0
1304,514,321,20,108,6,5,67.45,34.35,0
1305,514,321,9,108,6,17,603.18,339.37,0.05
1306,515,321,3,48,2,5,827.18,428.42,0.1
1307,515,321,8,48,2,4,188.77,93.64,0.05
1308,516,321,5,56,4,12,473.39,270.34,0
1309,517,322,15,46,5,7,1365.66,795.97,0.05
1310,517,322,4,46,5,1,323.12,204.85,0.05
1311,517,322,5,46,5,11,528.23,270.34,0.05
1312,518,322,2,104,3,5,1859.48,869.25,0
1313,518,322,4,104,3,5,323.12,204.85,0
1314,519,322,20,9,11,4,67.45,34.35,0
1315,519,322,19,9,11,21,819.01,488.55,0
1316,519,322,18,9,11,13,36.79,20.77,0
1317,520,322,12,85,3,15,650.29,395.69,0.15
1318,520,322,18,85,3,5,34.52,20.77,0
1319,520,322,4,85,3,9,283.99,204.85,0.1
1320,521,323,5,9,6,11,528.23,270.34,0.1
1321,521,323,14,9,6,16,1191.81,616.93,0
1322,522,323,15,49,10,5,1365.66,795.97,0
1323,523,323,18,32,10,15,36.79,20.77,0
1324,523,323,4,32,10,20,284.83,204.85,0.1
1325,524,324,13,86,2,8,232.76,113.06,0
1326,524,324,20,86,2,16,67.45,34.35,0
1327,525,324,18,44,10,8,36.79,20.77,0
1328,525,324,8,44,10,21,188.77,93.64,0
1329,525,324,12,44,10,12,650.29,395.69,0
1330,525,324,3,44,10,21,827.18,428.42,0
1331,526,325,9,87,8,24,603.18,339.37,0
1332,527,326,11,107,4,4,583.49,372.45,0.1
1333,527,326,7,107,4,8,120.11,77.26,0.05
1334,527,326,15,107,4,14,1365.66,795.97,0.15
1335,528,326,12,47,10,12,650.29,395.69,0
1336,528,326,7,47,10,11,120.11,77.26,0.15
1337,528,326,6,47,10,5,441.8,202.95,0
1338,528,326,2,47,10,12,1859.48,869.25,0.15
1339,529,327,12,57,2,22,650.29,395.69,0.15
1340,529,327,15,57,2,13,1365.66,795.97,0
1341,529,327,17,57,2,25,669.22,373.03,0.15
1342,529,327,7,57,2,13,120.11,77.26,0.1
1343,530,327,10,105,8,7,579.74,303.54,0.15
1344,530,327,18,105,8,17,34.46,20.77,0
1345,531,327,7,84,5,8,120.11,77.26,0.1
1346,532,327,12,116,8,24,636.6,395.69,0
1347,533,328,7,114,12,17,120.11,77.26,0.1
1348,534,328,12,108,6,7,650.29,395.69,0.1
1349,535,328,15,109,12,16,1365.66,795.97,0.05
1350,535,328,5,109,12,8,528.23,270.34,0
1351,535,328,1,109,12,3,823.52,529.32,0.1
1352,536,328,8,28,4,12,188.77,93.64,0
1353,537,329,12,104,3,23,556.87,395.69,0.15
1354,537,329,8,104,3,18,161.8,93.64,0
1355,537,329,9,104,3,9,603.18,339.37,0.15
1356,537,329,18,104,3,19,36.79,20.77,0.05
1357,538,329,18,58,2,20,36.79,20.77,0
1358,538,329,4,58,2,3,323.12,204.85,0
1359,538,329,11,58,2,15,583.49,372.45,0
1360,538,329,21,58,2,4,43.25,23.36,0
1361,539,329,12,17,7,21,613.69,395.69,0.15
1362,539,329,13,17,7,4,232.76,113.06,0
1363,540,332,18,95,8,2,36.79,20.77,0
1364,540,332,13,95,8,17,232.76,113.06,0.05
1365,540,332,7,95,8,17,120.11,77.26,0.05
1366,540,332,8,95,8,5,188.77,93.64,0
1367,541,333,8,7,2,5,188.77,93.64,0.05
1368,542,333,6,29,3,11,441.8,202.95,0
1369,542,333,3,29,3,1,706.64,428.42,0
1370,543,333,10,16,6,15,579.74,303.54,0.15
1371,544,334,7,8,8,1,120.11,77.26,0.05
1372,544,334,18,8,8,10,36.79,20.77,0.05
1373,544,334,3,8,8,14,827.18,428.42,0.15
1374,545,334,11,22,6,17,583.49,372.45,0
1375,545,334,20,22,6,20,67.45,34.35,0.05
1376,545,334,14,22,6,6,1191.81,616.93,0
1377,546,334,19,90,10,11,819.01,488.55,0.05
1378,547,334,18,15,10,20,36.79,20.77,0.05
1379,547,334,14,15,10,14,1191.81,616.93,0.15
1380,547,334,5,15,10,16,475.67,270.34,0.05
1381,547,334,11,15,10,25,583.49,372.45,0.1
1382,548,335,12,63,1,1,650.29,395.69,0
1383,548,335,11,63,1,11,583.49,372.45,0
1384,548,335,18,63,1,8,36.79,20.77,0
1385,549,335,1,91,9,4,823.52,529.32,0
1386,549,335,3,91,9,6,803.74,428.42,0.1
1387,549,335,2,91,9,22,1859.48,869.25,0.05
1388,549,335,16,91,9,23,609.58,350.66,0.15
1389,550,335,21,112,7,12,43.25,23.36,0.15
1390,550,335,14,112,7,3,1052.89,616.93,0
1391,550,335,8,112,7,7,188.77,93.64,0
1392,551,335,17,119,9,4,623.47,373.03,0.05
1393,551,335,7,119,9,18,120.11,77.26,0.1
1394,551,335,20,119,9,13,67.45,34.35,0.05
1395,552,337,20,77,7,13,61.02,34.35,0
1396,552,337,18,77,7,15,36.79,20.77,0
1397,552,337,3,77,7,10,827.18,428.42,0
1398,553,337,2,64,11,20,1586.81,869.25,0.05
1399,554,337,15,114,4,2,1365.66,795.97,0.05
1400,554,337,5,114,4,8,528.23,270.34,0.15
1401,555,338,7,99,7,17,120.11,77.26,0
1402,555,338,18,99,7,21,36.79,20.77,0
1403,555,338,16,99,7,8,609.58,350.66,0.05
1404,556,340,8,49,12,3,188.77,93.64,0.15
1405,556,340,18,49,12,19,35.42,20.77,0
1406,556,340,15,49,12,2,1365.66,795.97,0
1407,557,340,8,65,11,13,188.77,93.64,0.05
1408,557,340,5,65,11,8,528.23,270.34,0.1
1409,557,340,15,65,11,1,1365.66,795.97,0.15
1410,558,340,7,106,5,20,120.11,77.26,0.15
1411,558,340,10,106,5,4,579.74,303.54,0.05
1412,558,340,13,106,5,6,232.76,113.06,0.05
1413,559,342,19,56,11,15,787.48,488.55,0.05
1414,560,342,4,13,6,9,323.12,204.85,0.05
1415,560,342,17,13,6,18,667.26,373.03,0
1416,560,342,5,13,6,18,528.23,270.34,0.05
1417,560,342,16,13,6,17,609.58,350.66,0
1418,561,343,3,109,8,20,827.18,428.42,0
1419,561,343,2,109,8,5,1859.48,869.25,0
1420,561,343,18,109,8,22,36.79,20.77,0.1
1421,562,346,17,14,2,5,721.87,373.03,0.1
1422,562,346,4,14,2,7,293.9,204.85,0.1
1423,562,346,5,14,2,21,528.23,270.34,0.1
1424,562,346,2,14,2,1,1859.48,869.25,0
1425,563,346,19,86,4,12,819.01,488.55,0
1426,563,346,2,86,4,17,1792.22,869.25,0
1427,563,346,14,86,4,5,1191.81,616.93,0.05
1428,564,346,15,85,10,6,1365.66,795.97,0
1429,565,346,2,7,8,4,1734.04,869.25,0
1430,565,346,12,7,8,21,650.29,395.69,0
1431,565,346,19,7,8,22,819.01,488.55,0
1432,565,346,7,7,8,13,116.17,77.26,0
1433,566,347,11,31,3,7,500.22,372.45,0
1434,566,347,4,31,3,15,323.12,204.85,0.15
1435,567,348,8,51,2,19,184.7,93.64,0
1436,568,348,2,74,5,23,1859.48,869.25,0.05
1437,568,348,13,74,5,13,232.76,113.06,0.05
1438,569,348,19,49,9,22,754.51,488.55,0
1439,569,348,6,49,9,25,441.8,202.95,0
1440,570,349,12,11,4,13,578.67,395.69,0
1441,571,349,20,81,11,8,58.01,34.35,0
1442,571,349,3,81,11,1,827.18,428.42,0
1443,571,349,19,81,11,14,819.01,488.55,0.05
1444,571,349,8,81,11,10,188.77,93.64,0
1445,572,349,2,113,1,20,1859.48,869.25,0
1446,572,349,19,113,1,15,819.01,488.55,0.15
1447,573,350,15,35,9,21,1294.95,795.97,0.1
1448,573,350,1,35,9,1,788.12,529.32,0.1
1449,573,350,11,35,9,14,583.49,372.45,0.1
1450,574,350,20,67,3,20,58.69,34.35,0.05
1451,574,350,5,67,3,19,498.02,270.34,0.1
1452,575,350,6,37,1,9,441.8,202.95,0
1453,576,350,13,119,3,2,232.76,113.06,0.05
1454,577,351,19,28,8,4,777.14,488.55,0.05
1455,577,351,2,28,8,22,1623.09,869.25,0
1456,578,351,3,110,7,17,738.12,428.42,0
1457,578,351,14,110,7,2,1191.81,616.93,0.05
1458,578,351,9,110,7,20,603.18,339.37,0.15
1459,579,351,7,53,3,25,120.11,77.26,0
1460,579,351,18,53,3,21,36.79,20.77,0
1461,579,351,16,53,3,7,609.58,350.66,0
1462,579,351,2,53,3,2,1696.48,869.25,0.15
1463,580,352,12,82,1,19,583.68,395.69,0.05
1464,580,352,17,82,1,9,721.87,373.03,0
1465,580,352,16,82,1,19,609.58,350.66,0.05
1466,581,353,9,95,12,25,603.18,339.37,0
1467,581,353,13,95,12,7,232.76,113.06,0
1468,581,353,17,95,12,18,721.87,373.03,0
1469,582,353,10,66,10,22,579.74,303.54,0
1470,583,354,1,18,2,13,823.52,529.32,0
1471,583,354,10,18,2,25,518.08,303.54,0.05
1472,583,354,14,18,2,18,1048.06,616.93,0.05
1473,583,354,21,18,2,23,43.25,23.36,0.1
1474,584,354,6,112,1,18,441.8,202.95,0
1475,584,354,10,112,1,2,579.74,303.54,0.15
1476,584,354,11,112,1,9,504.04,372.45,0
1477,584,354,9,112,1,14,603.18,339.37,0
1478,585,356,5,99,4,15,528.23,270.34,0
1479,585,356,16,99,4,12,609.58,350.66,0
1480,585,356,13,99,4,15,232.76,113.06,0.15
1481,585,356,4,99,4,24,323.12,204.85,0
1482,586,357,21,110,4,13,43.25,23.36,0
1483,586,357,13,110,4,25,232.76,113.06,0.1
1484,586,357,9,110,4,4,568.3,339.37,0
1485,586,357,14,110,4,5,1191.81,616.93,0
1486,587,357,18,14,12,19,36.79,20.77,0.15
1487,587,357,6,14,12,25,441.8,202.95,0.15
1488,587,357,14,14,12,15,1191.81,616.93,0
1489,588,357,10,25,10,16,579.74,303.54,0.05
1490,589,358,8,91,7,25,188.77,93.64,0
1491,589,358,10,91,7,24,579.74,303.54,0
1492,589,358,6,91,7,14,441.8,202.95,0
1493,589,358,15,91,7,8,1365.66,795.97,0
1494,590,358,2,23,7,8,1859.48,869.25,0
1495,590,358,14,23,7,10,1191.81,616.93,0
1496,590,358,6,23,7,1,441.8,202.95,0
1497,591,358,1,117,7,19,823.52,529.32,0.15
1498,591,358,7,117,7,11,120.11,77.26,0
1499,591,358,4,117,7,11,323.12,204.85,0.05
1500,591,358,9,117,7,11,603.18,339.37,0
1501,592,358,13,42,11,13,232.76,113.06,0
1502,593,359,9,50,2,1,561.57,339.37,0.1
1503,593,359,2,50,2,10,1859.48,869.25,0.1
1504,593,359,17,50,2,14,721.87,373.03,0
1505,593,359,21,50,2,1,43.25,23.36,0.05
1506,594,360,18,8,5,7,36.79,20.77,0
1507,594,360,17,8,5,20,721.87,373.03,0
1508,595,360,1,2,11,7,823.52,529.32,0
1509,596,362,20,18,7,7,67.45,34.35,0
1510,596,362,13,18,7,23,232.76,113.06,0
1511,596,362,3,18,7,13,712.42,428.42,0.15
1512,596,362,12,18,7,21,650.29,395.69,0
1513,597,362,12,25,8,23,650.29,395.69,0.05
1514,597,362,16,25,8,4,609.58,350.66,0
1515,597,362,17,25,8,22,662.9,373.03,0
1516,598,362,15,88,8,4,1207.66,795.97,0.05
1517,599,362,13,70,11,22,207.06,113.06,0.05
1518,599,362,11,70,11,16,583.49,372.45,0.15
1519,599,362,5,70,11,1,500.79,270.34,0.1
1520,599,362,4,70,11,5,323.12,204.85,0.05
1521,600,363,12,56,8,19,650.29,395.69,0
1522,600,363,11,56,8,18,583.49,372.45,0.05
1523,600,363,21,56,8,21,43.25,23.36,0
1524,600,363,5,56,8,12,455.3,270.34,0
1525,601,363,2,103,10,19,1859.48,869.25,0
1526,601,363,12,103,10,5,561.7,395.69,0.15
1527,601,363,10,103,10,20,579.74,303.54,0.05
1528,601,363,7,103,10,13,120.11,77.26,0
1529,602,363,1,28,6,23,823.52,529.32,0
1530,602,363,13,28,6,10,232.76,113.06,0
1531,602,363,21,28,6,18,43.25,23.36,0
1532,602,363,3,28,6,1,827.18,428.42,0.1
1533,603,363,10,101,4,14,579.74,303.54,0.1
1534,603,363,3,101,4,13,827.18,428.42,0.05
1535,603,363,15,101,4,24,1365.66,795.97,0
1536,603,363,4,101,4,22,276.71,204.85,0
1537,604,365,13,64,12,24,219.53,113.06,0.05
1538,604,365,6,64,12,8,441.8,202.95,0.1
1539,604,365,18,64,12,3,36.79,20.77,0
1540,605,365,13,78,3,10,232.76,113.06,0
1541,606,365,13,33,7,7,232.76,113.06,0.05
1542,606,365,2,33,7,15,1859.48,869.25,0
1543,606,365,16,33,7,20,535.96,350.66,0
1544,607,366,10,14,3,10,579.74,303.54,0
1545,607,366,15,14,3,9,1365.66,795.97,0
1546,607,366,9,14,3,8,603.18,339.37,0.1
1547,608,367,9,24,12,13,603.18,339.37,0
1548,608,367,16,24,12,3,609.58,350.66,0.1
1549,609,367,3,81,7,19,827.18,428.42,0.15
1550,609,367,16,81,7,18,609.58,350.66,0
1551,609,367,2,81,7,4,1859.48,869.25,0.15
1552,609,367,10,81,7,16,579.74,303.54,0
1553,610,367,5,71,3,11,528.23,270.34,0.15
1554,610,367,10,71,3,8,579.74,303.54,0.05
1555,610,367,12,71,3,2,650.29,395.69,0.1
1556,610,367,14,71,3,5,1191.81,616.93,0
1557,611,368,15,104,7,2,1365.66,795.97,0
1558,611,368,19,104,7,24,819.01,488.55,0
1559,612,368,12,63,8,25,599.55,395.69,0.15
1560,612,368,2,63,8,23,1859.48,869.25,0.1
1561,612,368,16,63,8,19,609.58,350.66,0
1562,613,369,10,79,6,11,579.74,303.54,0.05
1563,614,369,3,73,11,12,827.18,428.42,0
1564,615,369,5,44,5,9,498.68,270.34,0
1565,615,369,12,44,5,12,650.29,395.69,0
1566,615,369,19,44,5,23,819.01,488.55,0
1567,615,369,10,44,5,3,579.74,303.54,0
1568,616,370,2,82,9,13,1744.47,869.25,0
1569,617,370,5,98,7,19,528.23,270.34,0.1
1570,618,370,15,7,10,22,1235.74,795.97,0.15
1571,618,370,10,7,10,17,579.74,303.54,0
1572,618,370,6,7,10,2,441.8,202.95,0
1573,619,371,3,51,7,12,827.18,428.42,0
1574,619,371,2,51,7,12,1859.48,869.25,0.15
1575,620,371,14,34,12,14,1191.81,616.93,0
1576,620,371,2,34,12,5,1859.48,869.25,0
1577,620,371,13,34,12,14,232.76,113.06,0.05
1578,620,371,5,34,12,17,528.23,270.34,0
1579,621,371,4,27,3,22,323.12,204.85,0.05
1580,621,371,6,27,3,19,425.94,202.95,0
1581,621,371,2,27,3,19,1859.48,869.25,0
1582,621,371,21,27,3,18,43.25,23.36,0.15
1583,622,372,1,31,2,4,723.0,529.32,0.15
1584,623,372,14,61,5,5,1191.81,616.93,0.1
1585,624,372,10,12,1,6,579.74,303.54,0
1586,624,372,12,12,1,5,650.29,395.69,0.15
1587,625,375,21,11,2,12,40.21,23.36,0
1588,626,375,2,50,6,19,1859.48,869.25,0.1
1589,626,375,9,50,6,1,603.18,339.37,0.05
1590,626,375,13,50,6,19,198.47,113.06,0
1591,626,375,1,50,6,1,823.52,529.32,0
1592,627,375,19,115,7,9,819.01,488.55,0
1593,628,375,5,26,4,2,528.23,270.34,0.1
1594,628,375,17,26,4,18,721.87,373.03,0.1
1595,629,376,6,66,9,7,428.17,202.95,0
1596,629,376,1,66,9,18,823.52,529.32,0.1
1597,629,376,9,66,9,23,603.18,339.37,0
1598,630,376,7,70,3,25,120.11,77.26,0
1599,630,376,13,70,3,25,232.76,113.06,0.15
1600,630,376,16,70,3,22,609.58,350.66,0.15
1601,630,376,2,70,3,11,1859.48,869.25,0.15
1602,631,377,18,41,3,7,36.79,20.77,0.05
1603,631,377,12,41,3,3,650.29,395.69,0
1604,631,377,2,41,3,11,1859.48,869.25,0
1605,631,377,8,41,3,2,188.77,93.64,0.05
1606,632,377,7,97,1,21,120.11,77.26,0.05
1607,632,377,4,97,1,2,323.12,204.85,0.05
1608,632,377,17,97,1,25,721.87,373.03,0
1609,632,377,19,97,1,15,819.01,488.55,0.05
1610,633,377,5,113,8,12,528.23,270.34,0.05
1611,633,377,2,113,8,1,1859.48,869.25,0.1
1612,633,377,18,113,8,5,36.79,20.77,0.05
1613,633,377,13,113,8,19,232.76,113.06,0.1
1614,634,378,15,113,7,17,1365.66,795.97,0
1615,634,378,3,113,7,16,827.18,428.42,0.05
1616,634,378,14,113,7,10,1191.81,616.93,0.1
1617,634,378,7,113,7,2,120.11,77.26,0
1618,635,378,20,112,10,25,67.45,34.35,0
1619,635,378,11,112,10,24,583.49,372.45,0.15
1620,636,379,13,27,7,17,232.76,113.06,0
1621,637,379,20,112,11,18,67.45,34.35,0
1622,637,379,1,112,11,16,759.14,529.32,0
1623,637,379,7,112,11,23,120.11,77.26,0
1624,638,379,3,71,3,25,739.84,428.42,0.15
1625,638,379,2,71,3,2,1859.48,869.25,0
1626,639,379,17,55,3,22,690.54,373.03,0
1627,640,380,5,95,9,13,505.64,270.34,0
1628,640,380,17,95,9,8,663.69,373.03,0
1629,640,380,2,95,9,15,1859.48,869.25,0
1630,641,381,11,107,11,11,583.49,372.45,0
1631,641,381,21,107,11,8,43.25,23.36,0.05
1632,641,381,3,107,11,17,827.18,428.42,0.1
1633,641,381,12,107,11,10,650.29,395.69,0.15
1634,642,381,9,27,6,21,603.18,339.37,0
1635,642,381,12,27,6,13,650.29,395.69,0
1636,642,381,1,27,6,9,806.24,529.32,0
1637,642,381,13,27,6,20,232.76,113.06,0
1638,643,382,5,114,6,6,528.23,270.34,0.15
1639,643,382,19,114,6,2,819.01,488.55,0
1640,644,382,12,109,11,17,650.29,395.69,0.15
1641,644,382,3,109,11,17,827.18,428.42,0.15
1642,644,382,1,109,11,10,823.52,529.32,0
1643,644,382,13,109,11,3,232.76,113.06,0
1644,645,382,20,57,7,19,67.45,34.35,0.05
1645,645,382,18,57,7,2,36.79,20.77,0
1646,646,382,8,12,4,20,188.77,93.64,0.1
1647,646,382,9,12,4,21,603.18,339.37,0
1648,646,382,16,12,4,14,609.58,350.66,0
1649,647,383,19,79,10,18,819.01,488.55,0.15
1650,647,383,6,79,10,9,441.8,202.95,0
1651,648,383,15,112,12,4,1365.66,795.97,0
1652,648,383,11,112,12,8,583.49,372.45,0
1653,649,384,18,94,12,17,33.28,20.77,0.1
1654,649,384,9,94,12,10,603.18,339.37,0.05
1655,649,384,1,94,12,23,800.85,529.32,0.1
1656,649,384,17,94,12,4,721.87,373.03,0.05
1657,650,384,21,58,6,9,43.25,23.36,0
1658,650,384,5,58,6,15,528.23,270.34,0
1659,651,384,4,28,9,21,323.12,204.85,0
1660,651,384,3,28,9,17,827.18,428.42,0.15
1661,651,384,7,28,9,22,120.11,77.26,0
1662,651,384,5,28,9,18,458.96,270.34,0
1663,652,384,13,82,11,25,232.76,113.06,0
1664,652,384,14,82,11,7,1191.81,616.93,0.1
1665,653,385,11,50,3,5,557.37,372.45,0
1666,653,385,18,50,3,10,36.79,20.77,0.15
1667,653,385,2,50,3,3,1859.48,869.25,0
1668,654,385,11,110,3,13,583.49,372.45,0.05
1669,654,385,1,110,3,2,823.52,529.32,0.05
1670,654,385,19,110,3,24,819.01,488.55,0.1
1671,654,385,3,110,3,3,710.85,428.42,0.1
1672,655,385,4,79,6,23,311.06,204.85,0.15
1673,656,385,13,62,6,10,232.76,113.06,0.1
1674,656,385,12,62,6,16,650.29,395.69,0.05
1675,656,385,7,62,6,6,120.11,77.26,0.1
1676,657,386,18,100,10,16,36.79,20.77,0
1677,657,386,10,100,10,18,493.76,303.54,0
1678,657,386,19,100,10,10,819.01,488.55,0
1679,658,386,13,50,3,16,232.76,113.06,0
1680,658,386,18,50,3,1,36.79,20.77,0
1681,658,386,3,50,3,20,827.18,428.42,0
1682,658,386,17,50,3,14,721.87,373.03,0
1683,659,387,4,24,6,2,292.44,204.85,0.15
1684,659,387,21,24,6,15,43.25,23.36,0.15
